sentiment,content
hate,Really? 87 degrees as the high and I'm on my way to work?!?  hagg lake tomorrow is going to be especially bomb sauce!!
worry,i think 90% of the irish population of manchester have come to my house today yet none of them are the 1 person i want to see
sadness,Finally finished exams &amp
worry,"My Street Fighter IV skills are lacking, can't beat Seth on easy."
worry,is at home with a pukey boy! Poor little baby
happiness,I did that once
happiness,"On the list of park closures - Calaveras Big Trees SP, where I'm headed this weekend. So glad to be visiting before it's too late."
worry,Jakeshears poor pooch...
sadness,I think i need some new friends
worry,"Poor DS is in bed with 100.8 fever - he won't be able to walk in Relay for Life tonight - feel so bad for him, he's so sad"
sadness,Finishiing up the Training Exercise in New mexico..  Not looking forward to the 19 hour bus ride home this weekend.
worry,jerseybites I get bit by ticks all the time  I eat a ton of garlic in the summer to keep them and mosquitoes away! boo &gt
worry,I've burnt my collerbone and arms and face! aww!
love,"anijade she was wonderful, did not get to meet her though"
worry,"JonathanRKnight Poor Jon, I feel for you dude   Eat some chocolate, that'll make you feel better, oh &amp; some ice cream - YUM!!!"
neutral,wants to be sunbathin!!
hate,http://twitpic.com/66mw1 - My poor car
sadness,1capplegate still sad about Samantha Who?
neutral,"MrsHoskins ooh I've got that DVD, never got around to watching it   Is it any good?"
happiness,"Sold bikes faster than expected, and we are running out of sizes.    Luckily the single speeds are on the ocean now! ETA -  EO June."
neutral,"cherrycoke1969 Yeah, but there's nothing really to say about it. Breakfast pizza?"
sadness,a bird flew into window at my parents house and snapped his poor neck. gotta bury him
neutral,today is a busy day. exhausting!
surprise,gutted - the handbag I wanted has been sold!
relief,"We need to remodel the house and the thoughts of doing it make me kind of ill   He has one way and I have anouther, I just want to move. !"
neutral,AB_recordings Alas no - this is all occuring in an office in central London...
surprise,"jj1814 WOMAN, I didn't know you came home  you so suck!!! When are you going back!"
worry,danielrhodes I worked on the precursor to bing at msft. They canned our project
neutral,"Tati, I sent you an emal doll, did you get it?    littletati"
sadness,looking out window is depressing it is so beautiful out and I am in here
neutral,AndrewGreer  I did that once
worry,"worst, most depressing day, ever.  r.i.p"
neutral,Firstladydaboss wats wrong boo
worry,antiheroine That sucks
sadness,iAlejandro Aww I thought you forgot me last night. I was  I hardly have my twitter on my phone so just text me in the evenings ok?
worry,"crazydaisyfire Well thats even worse cuz when it gets hurt everyone is in pain, but poor Stephen has a smushed twitter now!"
enthusiasm,Need to buy a bluetooth device for machine
worry,trying to learn how to speak french !  can't even remember a single word!
enthusiasm,The JBs love to keep secrets!  'Oooooh!'
happiness,Just took daughter to school. Still tired and still no voice. I know some people are happy!! LOL. Time to get ready for work
neutral,Ugh going to town. I can never rest!  wants to go to tylers but who knows when i will get back. (exausted)
happiness,"I've got a bit of neckache after going hard (not going home) at Alternative night. I mean I have to, it's nearly all over"
neutral,It's a windy and rainy day
neutral,the puppy shall loose his um... manly parts today  poor guy....
neutral,"poppyscorner He steals my stuff, buries them under fence. Embarassing when it's the man returning them! Not much I can do about frogs."
happiness,greeeeeeeeeeeat  this summer i have four classes...if you know me...u know why
love,"jennyrae Wow, I really hope it gets better. Asthma sucks"
fun,vickybonnett lmao! a good push up bra always makes the abs look smaller. in order to have Robbikin-esque abs.. 6 days a week working out
worry,TODAY FRIDAY: I really hope you will read my messages here and reply to me soon. I could not reach you by phone before you go to work.
surprise,Woke up to the sound of my neighbor getting a new roof
neutral,ElizabethN I may be in the US for it in which case I'll attend but if its off my own back I can't afford to go
love,I'm going to blow ticketmaster up. I had 8th row tickets for taylorswift13 and ticketmaster messed up. Just like my life.  im sad
hate,chellemariee I have my 830 class  fuckin school! what time you work wed? if jade comes ima have to get her in antioch at amtrak.
worry,"afrolicious Chile, I gotta study   But I do hope to catch an art show or sumshin...i need to get out."
worry,SoundBwoyFast Gloomy as ever. I wanted to hit the beach too.  might as well get like you and handle my errands too lol
worry,"FML, i cant loose another friend"
sadness,"Sry but other day tweets were MIA - twitter network glitch, but story was re: funeral mix-up, as in wrong remains delivered to ea."
hate,iskrin rubbish!
neutral,addisontodd um hi. Good morning. Rough night?
sadness,might have to go back much earlier than expected. bye bye bay area
sadness,Covering for grnturtle its slow today &amp
sadness,macmuso not in Hobart sorry
sadness,"JerryAZ most definately! They are having a hard time, cuz I'm so young &amp; never saw this, but I wrkd hard making cars &amp; now I'm disabled"
worry,"autotunethenews i think there's something wrong with the video, it only loads the first 40-ish seconds"
love,LaurenConrad    the hills is gunna be so different!! gl with your designing etc.
empty,"has had to reboot her laptop to factory settings, losing EVERYTHING in the process."
worry,illmindPRODUCER careful the cops dont mistake you and your kids for criminals - i hear there is some indiscrimate shooting going on
worry,AshMarie214 they tried to take me 2 jail sissy  apparently i have a warrant in agg town (yeah shocked the hell outta me 2)lmao yeah right
worry,Happy Friday! I just realized I left my cell phone at home today though
happiness,tiffaniallen: i'm happy you got your hair did!! and i cant wait til i get back to see it! we're leaving today
neutral,"I really fancy Baked Eggs, but I have no Spinach"
happiness,lilabiem hahaha well why would you smack ME for that?!  hahaha THE BIG BANGGG
sadness,None of the people I talk to in my P.E. class are here  I'm going to be so bored all period.
neutral,WHAHHH!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! NOO!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sadness,"kellykfog Totally unsurprised that Dave isn't coming back to 1010. But Annalisa is wrong for it, opposite of big warm mellow Dave."
fun,Craziscorpio ready for the weekend! I hope the sun comes out later today tho.  Where u from?
neutral,holliebarden me tooo
empty,"alanmcnamee nope no idea, I've registered, so far no response"
worry,"AnotherJulia Wish I'd had the balls, but with my 2 kids with me and not knowing how illogical these ppl can be, didn't want to risk it"
worry,ahhchieee haha. I know. And then I need a new car too. Oh ps I got a speeding ticket.
sadness,why doesnt he want me anymore
surprise,"MoosejawMadness You arent following me, so i cant send you a DM.."
sadness,"If Hamilton gets a hockey team, I really think the name Hamilton should be in the team name. If not, I'll be sad."
anger,The toaster oven was my fault. Now I'm going to look like an idiot in front of my father.
sadness,binstruct suffers from an update of the mib package... and the developer of that package is on holidays
sadness,GarethCliff my heart hurts for them. Imagine how shit their skin will be when they're twenty from all the stuff they smeer on it. shame
neutral,"leodisBeanie it involves posting your thoughts and reading others mr.bean. You got a new number btw, had no txts back from you?"
love,"lowkeyriez nnnaaa uhhhh playah! shawty aint got nun, maybe it was ur phone or mines  but I wanted to hit me up when u left the studio"
neutral,will not be home til 10 pm tonight
worry,release30  Enjoy...wish I was there! Nice day in Springfield today..however I have my end of month expense report to do
worry,i'm really tired today!!
worry,"johannabee Oh, no.    I'll think good thoughts."
worry,"not enjoying this cold, raininy Boston day.  I think my new metal back doesn't like getting wet. ;-)"
worry,Finding it hard to stay productive now the sun is coming through my side of the building
empty,Hoping I hear something soon about Krystles surgery
sadness,I think my computer is sick
worry,I tell him today! :S it's his last day
love,Rob_Hammond Were on the way home from a night in London! Was lovely! Now working all weekend and Monday  when the weathers nice x
worry,lofigirl who what?  call me
worry,working from home and ran out of coffee!
sadness,jessiemayumi Shame about your job  have you thought about working for yourself?  there's big money to be paid http://bit.ly/1864ml
neutral,poetprodigy7 It's not much better than instant.
sadness,DonnieWahlberg I'm not feeling very inspired today...I was suppose to be  the B'ham concert tonight!
worry,PotterEntourage I hope your mom is ok?
sadness,JonathanRKnight welcome back! I'm stuck in jury duty today.
neutral,Dï¿½a sin sol... grrrrrrr.... ï¿½why? ï¿½WHYYY????????
love,_Trystianity_ you got some sexy pics girl!!!  Love the eyebrow piercing!  I used to have a ton of piercings now I only have my ears  lol
worry,"such a failure, i just ate a char siew pao  just when i thought i can skip dinner and go along my non-existent diet"
sadness,This weather is awful! I just want to curl up and read a book all day
neutral,"hookbill YAY! Thanks for the #followfriday. #FAILFriday is still winning, though."
sadness,NacMacFeegle Sad to see...despite my being glib about it
enthusiasm,MelzieC I saw the show listing and saw it was on a Wednesday!!!!
surprise,"chelleis Whoa man, now THAT was a great one. I went to Heaven for 5 seconds. U know why lah but pls shhh. LOL. So sorry u weren't there!"
